coorte,test,crediti_totali,crediti_con_voto,voto_medio,ASD,data_ASD,ARC,data_ARC,PRG,data_PRG,ANI,data_ANI,MDL,data_MDL,INGLESE,data_INGLESE,ALG,data_ALG,ANII,data_ANII,MP,data_MP,PC,data_PC,BDSI,data_BDSI,CPS,data_CPS,FIS,data_FIS,SO,data_SO,CAL,data_CAL,IT,data_IT,CS,data_CS,IUM,data_IUM,RETI,data_RETI,CAz,data_CAz
2013,18,72,69,25,26,2014-09-12,21,2015-02-13,30,2015-01-08,27,2016-06-21,23,2014-09-09,0,2014-04-15,21,2016-07-13,27,2016-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,13,3,,,0,0,0,0,0,0,0,0,0,0,0,2014-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,3,,,0,0,0,0,0,0,0,0,0,0,0,2014-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,138,135,25,25,2014-07-17,22,2015-01-29,18,2014-09-03,30,2015-07-14,23,2016-02-08,0,2016-05-31,21,2015-01-16,30,2015-07-14,20,2015-07-22,30,2015-06-29,22,2015-06-26,26,2016-09-07,0,0,26,2016-07-19,0,0,26,2015-11-20,0,0,23,2016-06-21,0,0,0,0
2013,13,117,114,23,24,2015-01-16,28,2017-01-26,22,2015-09-03,21,2015-06-30,19,2016-09-28,0,2014-05-20,19,2015-02-16,18,2015-06-30,26,2016-02-18,26,2016-06-21,22,2016-06-13,24,2015-07-27,0,0,26,2017-02-09,0,0,0,0,0,0,0,0,26,2017-02-28,0,0
2013,8,33,30,21,20,2014-07-17,0,0,0,0,24,2015-01-13,0,0,0,2014-09-17,18,2015-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,6,15,12,21,21,2014-06-11,0,0,0,0,0,0,0,0,0,2014-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,105,105,24,21,2014-07-17,27,2015-02-13,25,2014-09-03,28,2016-06-21,26,2015-09-15,0,0,18,2017-01-16,28,2016-06-21,26,2015-07-27,0,0,21,2015-07-22,0,0,0,0,22,2016-02-23,0,0,0,0,0,0,25,2016-01-26,0,0,0,0
2013,21,12,12,24,0,0,0,0,0,0,24,2014-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,12,12,25,25,2014-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,57,54,23,21,2014-09-12,27,2015-02-13,24,2015-01-08,0,0,0,0,0,2014-11-20,0,0,0,0,0,0,0,0,22,2016-02-08,0,0,0,0,22,2017-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2013,21,159,153,25,26,2014-07-17,28,2015-09-14,26,2014-07-28,30,2015-07-14,24,2014-09-09,0,2015-03-27,24,2015-02-17,30,2015-07-14,29,2015-07-23,25,2015-02-05,21,2015-06-26,24,2016-07-08,23,2017-02-06,24,2015-07-20,20,2016-09-26,0,0,24,2017-01-27,25,2016-01-26,28,2016-01-18,0,2016-02-16
2013,24,180,159,29,31,2014-07-17,28,2014-07-24,28,2014-09-03,31,2015-07-07,28,2014-07-01,0,2014-03-25,31,2015-01-16,31,2015-07-07,28,2015-01-20,30,2015-03-04,29,2015-06-26,31,2015-01-07,28,2015-09-21,27,2015-06-30,29,2016-09-06,23,2016-06-23,0,0,30,2016-01-26,31,2016-02-15,0,2016-01-19
2013,16,66,63,25,26,2014-06-13,20,2014-07-24,30,2014-07-28,30,2015-07-24,23,2015-10-07,0,2015-02-26,0,0,0,0,0,0,23,2017-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,20,93,90,24,27,2014-06-12,0,0,28,2015-02-23,30,2015-07-07,0,0,0,0,24,2015-01-16,28,2015-07-07,23,2017-02-20,23,2016-02-29,19,2016-09-16,0,0,0,0,0,0,20,2016-09-06,0,0,0,0,21,2016-01-26,0,0,0,2016-01-19
2013,17,150,144,25,23,2014-06-11,18,2014-07-24,26,2014-09-03,28,2015-06-26,26,2017-01-26,0,2015-10-06,23,2015-09-07,28,2015-06-26,26,2015-07-13,29,2015-03-02,26,2015-06-26,28,2016-02-10,0,0,26,2016-01-29,19,2016-09-26,0,0,0,0,25,2016-01-28,27,2017-02-27,0,2016-09-12
2013,9,159,153,25,20,2014-06-11,20,2014-09-15,28,2014-09-03,31,2015-07-14,30,2015-10-05,0,2014-03-18,23,2015-02-16,31,2015-07-14,24,2015-07-13,19,2015-03-03,24,2015-06-26,25,2015-07-01,18,2017-03-22,28,2016-01-29,21,2016-09-07,0,0,0,0,23,2016-02-09,25,2016-02-15,0,2016-01-19
2013,15,138,132,26,27,2014-06-12,30,2016-09-19,25,2014-07-29,28,2015-07-07,23,2014-07-02,0,2014-09-16,24,2015-02-16,28,2015-07-07,24,2015-07-13,31,2017-01-30,24,2015-06-26,25,2015-07-27,0,0,26,2017-01-17,23,2016-07-04,0,0,0,0,30,2016-01-26,27,2017-02-27,0,2016-07-07
2013,15,177,159,26,31,2014-06-13,26,2014-07-10,26,2014-09-03,30,2015-07-07,25,2015-02-05,0,2014-09-23,27,2015-01-16,28,2015-07-07,25,2015-01-20,27,2015-03-03,26,2015-06-25,27,2015-07-27,28,2017-02-06,30,2015-09-16,24,2016-06-29,21,2016-06-23,25,2016-06-29,28,2016-01-26,28,2016-02-04,0,2016-07-07
2013,12,102,99,24,30,2014-07-17,24,2016-07-18,29,2014-07-28,29,2015-09-22,0,0,0,0,23,2015-01-16,18,2015-09-22,22,2015-06-08,30,2016-02-09,19,2015-06-16,20,2016-01-08,0,0,23,2017-02-09,0,0,0,0,0,0,0,0,0,0,0,2017-02-10
2013,8,42,33,23,0,0,0,0,0,0,0,0,0,0,0,2014-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,120,117,28,30,2014-07-17,31,2015-06-16,26,2014-07-28,30,2016-06-21,25,2016-06-13,0,2014-05-20,30,2016-01-11,30,2016-06-21,30,2016-01-21,27,2016-02-09,28,2016-07-05,30,2016-01-08,23,2015-06-12,29,2016-07-19,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,129,123,24,26,2014-06-11,25,2016-07-18,23,2015-02-23,23,2015-09-22,27,2016-09-27,0,2014-05-23,25,2015-01-16,18,2015-09-22,24,2015-06-08,24,2016-02-09,19,2016-02-09,22,2016-01-08,0,0,25,2017-02-09,0,0,0,0,0,0,24,2017-01-27,28,2017-02-27,0,2017-01-16
2013,19,78,75,25,27,2014-09-12,28,2015-02-13,26,2015-01-08,30,2014-06-10,24,2014-07-30,0,2014-04-28,24,2015-02-16,0,0,0,0,20,2016-02-29,0,0,21,2016-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
